h;f_backward;f_central;f_forward;d_backward;d_central;d_forward;f_s;d_s;
0.5056;0.048205471;0.003753758;0.040697986;0.048205447;0.003753791;0.040697865;0.050508219;0.050507976; 
0.5054;0.048185027;0.003750777;0.040683442;0.048185091;0.003750831;0.040683429;0.050486091;0.050486022; 
0.5052;0.048164791;0.003747887;0.040669018;0.048164736;0.003747872;0.040668991;0.05046432;0.050464068; 
0.505;0.048144376;0.003744876;0.040654623;0.048144381;0.003744915;0.040654551;0.05044255;0.050442116; 
0.5048;0.048124111;0.003742045;0.04064005;0.048124028;0.003741959;0.040640111;0.050419855;0.050420165; 
0.5046;0.048103666;0.003739035;0.040625626;0.048103676;0.003739004;0.040625668;0.05039795;0.050398216; 
0.5044;0.048083371;0.003736115;0.040611142;0.048083324;0.00373605;0.040611225;0.050376105;0.050376267; 
0.5042;0.048063016;0.003733045;0.040596926;0.048062974;0.003733097;0.04059678;0.050354677;0.05035432; 
0.504;0.048042572;0.003730065;0.040582442;0.048042625;0.003730145;0.040582334;0.050332713;0.050332375; 
0.5038;0.048022187;0.003727114;0.040567958;0.048022276;0.003727195;0.040567886;0.050310719;0.05031043; 
0.5036;0.048001951;0.003724253;0.040553445;0.048001928;0.003724246;0.040553437;0.050288755;0.050288487; 
0.5034;0.047981566;0.003721333;0.040538901;0.047981582;0.003721298;0.040538987;0.050266209;0.050266545; 
0.5032;0.047961241;0.003718352;0.040524536;0.047961236;0.003718351;0.040524535;0.050244468;0.050244605; 
0.503;0.047940827;0.003715432;0.040509963;0.047940891;0.003715405;0.040510082;0.0502224;0.050222666; 
0.5028;0.047920501;0.003712362;0.040495807;0.047920547;0.00371246;0.040495627;0.050201151;0.050200728; 
0.5026;0.047900176;0.003709471;0.040481204;0.047900204;0.003709517;0.040481171;0.050178859;0.050178791; 
0.5024;0.047879791;0.003706491;0.040466779;0.047879862;0.003706574;0.040466714;0.050157133;0.050156856; 
0.5022;0.047859556;0.00370363;0.040452295;0.047859521;0.003703633;0.040452255;0.050135317;0.050134922; 
0.502;0.047839141;0.00370065;0.040437841;0.047839181;0.003700693;0.040437795;0.050113383;0.050112989; 
0.5018;0.047818875;0.003697759;0.040423328;0.047818842;0.003697754;0.040423334;0.050091001;0.050091057; 
0.5016;0.047798461;0.003694809;0.040408814;0.047798503;0.003694816;0.040408871;0.050069097;0.050069127; 
0.5014;0.047778106;0.003691769;0.040394568;0.047778166;0.00369188;0.040394407;0.05004752;0.050047198; 
0.5012;0.047757781;0.003688878;0.040380025;0.04775783;0.003688944;0.040379941;0.050025496;0.050025271; 
0.501;0.047737426;0.003685957;0.040365511;0.047737494;0.00368601;0.040365474;0.050003457;0.050003345; 
0.5008;0.04771719;0.003683066;0.040351057;0.04771716;0.003683077;0.040351006;0.049981806;0.04998142; 
0.5006;0.047696775;0.003680116;0.040336513;0.047696826;0.003680145;0.040336536;0.049959663;0.049959496; 
0.5004;0.04767651;0.003677225;0.040322059;0.047676493;0.003677214;0.040322065;0.049937549;0.049937574; 
0.5002;0.047656185;0.003674334;0.040307486;0.047656162;0.003674285;0.040307593;0.049915287;0.049915652; 
0.5;0.04763577;0.003671265;0.04029324;0.047635831;0.003671356;0.040293119;0.049893904;0.049893733; 
0.4998;0.047615564;0.003668404;0.040278757;0.047615501;0.003668429;0.040278644;0.049872148;0.049871814; 
0.4996;0.04759509;0.003665423;0.040264273;0.047595172;0.003665503;0.040264167;0.049850288;0.049849897; 
0.4994;0.047574824;0.003662533;0.040249759;0.047574844;0.003662578;0.040249689;0.049828294;0.049827981; 
0.4992;0.047554469;0.003659612;0.040235245;0.047554517;0.003659654;0.04023521;0.04980633;0.049806067; 
0.499;0.047534204;0.003656751;0.040220672;0.047534191;0.003656731;0.040220729;0.049783889;0.049784153; 
0.4988;0.047513908;0.00365389;0.040206128;0.047513866;0.003653809;0.040206247;0.049761924;0.049762241; 
0.4986;0.047493583;0.00365088;0.040191823;0.047493542;0.003650889;0.040191764;0.049740332;0.049740331; 
0.4984;0.047473258;0.00364793;0.040177369;0.047473218;0.00364797;0.040177279;0.049718741;0.049718421; 
0.4982;0.047452903;0.003645039;0.040162796;0.047452896;0.003645052;0.040162793;0.049696538;0.049696513; 
0.498;0.047432548;0.003642118;0.040148342;0.047432575;0.003642135;0.040148305;0.049674842;0.049674607; 
0.4978;0.047412282;0.003639227;0.040133858;0.047412254;0.003639219;0.040133816;0.049653027;0.049652701; 
0.4976;0.047391898;0.003636277;0.040119374;0.047391935;0.003636304;0.040119326;0.049630854;0.049630797; 
0.4974;0.047371602;0.003633446;0.040104741;0.047371616;0.003633391;0.040104834;0.049608457;0.049608894; 
0.4972;0.047351307;0.003630436;0.040090436;0.047351298;0.003630479;0.040090341;0.049587148;0.049586993; 
0.497;0.047330982;0.003627545;0.040075922;0.047330982;0.003627568;0.040075846;0.049565229;0.049565092; 
0.4968;0.047310656;0.003624654;0.040061378;0.047310666;0.003624658;0.040061351;0.049543205;0.049543194; 
0.4966;0.047290301;0.003621674;0.040046954;0.047290351;0.003621749;0.040046853;0.049521792;0.049521296; 
0.4964;0.047270036;0.003618842;0.040032381;0.047270037;0.003618841;0.040032355;0.049499783;0.0494994; 
0.4962;0.04724977;0.003615981;0.040017807;0.047249724;0.003615935;0.040017855;0.049477163;0.049477505; 
0.496;0.047229505;0.003613061;0.040003353;0.047229412;0.003613029;0.040003354;0.049455527;0.049455611; 
0.4958;0.04720906;0.00361017;0.03998875;0.047209101;0.003610125;0.039988851;0.049433398;0.049433719; 
0.4956;0.047188765;0.00360716;0.039974475;0.047188791;0.003607222;0.039974347;0.049412149;0.049411827; 
0.4954;0.04716844;0.003604299;0.039959872;0.047168482;0.00360432;0.039959841;0.049389917;0.049389938; 
0.4952;0.047148204;0.003601438;0.039945358;0.047148173;0.003601419;0.039945335;0.049368191;0.049368049; 
0.495;0.047127849;0.003598517;0.039930814;0.047127866;0.00359852;0.039930826;0.049346331;0.049346162; 
0.4948;0.047107583;0.003595656;0.039916301;0.04710756;0.003595621;0.039916317;0.049324009;0.049324276; 
0.4946;0.047087288;0.003592765;0.039901727;0.047087254;0.003592724;0.039901806;0.049302045;0.049302392; 
0.4944;0.047066873;0.003589845;0.039887184;0.04706695;0.003589828;0.039887293;0.049280095;0.049280508; 
0.4942;0.047046697;0.003586984;0.03987273;0.047046646;0.003586933;0.03987278;0.049258623;0.049258627; 
0.494;0.047026372;0.003583974;0.039858395;0.047026343;0.003584039;0.039858265;0.049237046;0.049236746; 
0.4938;0.047006047;0.003581143;0.039843762;0.047006042;0.003581147;0.039843748;0.049215007;0.049214867; 
0.4936;0.046985781;0.003578252;0.039829278;0.046985741;0.003578255;0.03982923;0.049193445;0.049192989; 
0.4934;0.046965426;0.003575361;0.039814675;0.046965441;0.003575365;0.039814711;0.04917078;0.049171112; 
0.4932;0.046945131;0.0035725;0.039800161;0.046945142;0.003572476;0.039800191;0.049149114;0.049149237; 
0.493;0.046924865;0.003569609;0.039785647;0.046924844;0.003569588;0.039785669;0.049127328;0.049127363; 
0.4928;0.04690454;0.003566718;0.039771104;0.046904547;0.003566701;0.039771145;0.049105543;0.04910549; 
0.4926;0.046884215;0.003563768;0.039756679;0.046884251;0.003563815;0.039756621;0.049083772;0.049083618; 
0.4924;0.04686389;0.003560877;0.039742136;0.046863956;0.003560931;0.039742095;0.049061883;0.049061748; 
0.4922;0.046843654;0.003558046;0.039727563;0.046843662;0.003558047;0.039727567;0.049039993;0.049039879; 
0.492;0.046823418;0.003555155;0.039713079;0.046823369;0.003555165;0.039713038;0.049018014;0.049018012; 
0.4918;0.046803153;0.003552324;0.039698476;0.046803077;0.003552284;0.039698508;0.048996005;0.048996146; 
0.4916;0.046782738;0.003549433;0.039683872;0.046782785;0.003549404;0.039683977;0.048974025;0.048974281; 
0.4914;0.046762443;0.003546512;0.039669388;0.046762495;0.003546526;0.039669444;0.048952419;0.048952417; 
0.4912;0.046742237;0.003543621;0.039654994;0.046742205;0.003543648;0.03965491;0.048930812;0.048930555; 
0.491;0.046721912;0.003540701;0.03964048;0.046721917;0.003540772;0.039640374;0.048909086;0.048908694; 
0.4908;0.046701557;0.00353787;0.039625847;0.046701629;0.003537896;0.039625837;0.048886883;0.048886835; 
0.4906;0.046681321;0.003535009;0.039611304;0.046681343;0.003535022;0.039611298;0.048865172;0.048864976; 
0.4904;0.046661055;0.003532147;0.03959673;0.046661057;0.003532149;0.039596759;0.048842865;0.048843119; 
0.4902;0.04664079;0.003529316;0.039582157;0.046640772;0.003529277;0.039582217;0.04882105;0.048821264; 
0.49;0.046620494;0.003526455;0.039567584;0.046620488;0.003526407;0.039567675;0.04879925;0.048799409; 
0.4898;0.046600169;0.003523475;0.039553219;0.046600206;0.003523537;0.039553131;0.048777822;0.048777556; 
0.4896;0.046579844;0.003520614;0.039538646;0.046579924;0.003520669;0.039538586;0.048755887;0.048755705; 
0.4894;0.046559638;0.003517813;0.039524013;0.046559643;0.003517802;0.039524039;0.048733863;0.048733854; 
0.4892;0.046539402;0.003514952;0.039509529;0.046539363;0.003514936;0.039509491;0.048712331;0.048712005; 
0.489;0.046519137;0.00351212;0.039494866;0.046519084;0.003512071;0.039494942;0.048689801;0.048690158; 
0.4888;0.046498871;0.003509259;0.039480352;0.046498805;0.003509207;0.039480391;0.048668164;0.048668311; 
0.4886;0.046478456;0.003506309;0.039465809;0.046478528;0.003506345;0.039465839;0.048646393;0.048646466; 
0.4884;0.04645828;0.003503448;0.039451355;0.046458252;0.003503483;0.039451285;0.048624787;0.048624622; 
0.4882;0.046437955;0.003500587;0.039436811;0.046437977;0.003500623;0.03943673;0.048603046;0.04860278; 
0.488;0.046417749;0.003497756;0.039422238;0.046417702;0.003497764;0.039422174;0.048581186;0.048580939; 
0.4878;0.046397394;0.003494865;0.039407635;0.046397429;0.003494906;0.039407616;0.048559445;0.048559099; 
0.4876;0.046377128;0.003492034;0.039393032;0.046377156;0.003492049;0.039393057;0.048537108;0.04853726; 
0.4874;0.046356863;0.003489232;0.039378428;0.046356885;0.003489194;0.039378497;0.048515129;0.048515423; 
0.4872;0.046336597;0.003486401;0.039363825;0.046336614;0.003486339;0.039363935;0.04849318;0.048493587; 
0.487;0.046316272;0.003483361;0.03934955;0.046316344;0.003483486;0.039349372;0.048472229;0.048471753; 
0.4868;0.046295977;0.00348056;0.039334887;0.046296076;0.003480634;0.039334808;0.048450175;0.048449919; 
0.4866;0.046275771;0.003477728;0.039320344;0.046275808;0.003477783;0.039320242;0.048428613;0.048428088; 
0.4864;0.046255535;0.003474927;0.039305681;0.046255541;0.003474933;0.039305675;0.048406425;0.048406257; 
0.4862;0.046235299;0.003472096;0.039291108;0.046235275;0.003472085;0.039291106;0.048384252;0.048384428; 
0.486;0.046215034;0.003469265;0.039276534;0.04621501;0.003469237;0.039276536;0.048362601;0.0483626; 
0.4858;0.046194768;0.003466404;0.039261961;0.046194746;0.003466391;0.039261965;0.048340815;0.048340773; 
0.4856;0.046174473;0.003463483;0.039247477;0.046174483;0.003463546;0.039247392;0.048319045;0.048318948; 
0.4854;0.046154267;0.003460711;0.039232874;0.046154221;0.003460702;0.039232818;0.048297155;0.048297124; 
0.4852;0.046133942;0.00345785;0.039218271;0.04613396;0.003457859;0.039218243;0.048275265;0.048275301; 
0.485;0.046113736;0.003455019;0.039203727;0.0461137;0.003455017;0.039203666;0.048253912;0.04825348; 
0.4848;0.0460935;0.003452218;0.039189094;0.04609344;0.003452176;0.039189088;0.048231411;0.04823166; 
0.4846;0.046073264;0.003449416;0.039174431;0.046073182;0.003449337;0.039174508;0.048209417;0.048209841; 
0.4844;0.046052849;0.003446496;0.039159888;0.046052925;0.003446499;0.039159927;0.048187944;0.048188024; 
0.4842;0.046032703;0.003443635;0.039145434;0.046032668;0.003443662;0.039145345;0.048166353;0.048166208; 
0.484;0.046012378;0.003440744;0.03913089;0.046012413;0.003440826;0.039130761;0.048144776;0.048144393; 
0.4838;0.045992053;0.003437883;0.039116287;0.045992158;0.003437991;0.039116176;0.048123065;0.04812258; 
0.4836;0.045971847;0.003435141;0.039101595;0.045971905;0.003435158;0.03910159;0.048100862;0.048100768; 
0.4834;0.045951611;0.00343231;0.039086991;0.045951652;0.003432325;0.039087002;0.048079047;0.048078957; 
0.4832;0.045931375;0.003429538;0.039072329;0.0459314;0.003429494;0.039072413;0.04805674;0.048057148; 
0.483;0.04591111;0.003426707;0.039057696;0.04591115;0.003426664;0.039057822;0.048034939;0.04803534; 
0.4828;0.045890963;0.003423816;0.039043301;0.0458909;0.003423835;0.03904323;0.048013526;0.048013533; 
0.4826;0.045870668;0.003420925;0.039028788;0.045870651;0.003421007;0.039028637;0.047992143;0.047991728; 
0.4824;0.045850343;0.003418124;0.039014125;0.045850403;0.00341818;0.039014042;0.047970238;0.047969924; 
0.4822;0.045830137;0.003415352;0.038999432;0.045830156;0.003415355;0.038999446;0.047948214;0.047948121; 
0.482;0.045809901;0.003412521;0.038984889;0.04580991;0.00341253;0.038984849;0.047926578;0.04792632; 
0.4818;0.045789665;0.00340969;0.038970286;0.045789665;0.003409707;0.03897025;0.047904569;0.04790452; 
0.4816;0.045769399;0.003406918;0.038955593;0.045769421;0.003406885;0.03895565;0.047882441;0.047882721; 
0.4814;0.045749134;0.003403968;0.038941198;0.045749177;0.003404064;0.038941049;0.047861251;0.047860924; 
0.4812;0.045728988;0.003401196;0.038926595;0.045728935;0.003401245;0.038926446;0.047839525;0.047839127; 
0.481;0.045708662;0.003398365;0.038911962;0.045708694;0.003398426;0.038911841;0.047817799;0.047817333; 
0.4808;0.045688456;0.003395563;0.038897329;0.045688454;0.003395609;0.038897236;0.047795969;0.047795539; 
0.4806;0.04566825;0.003392792;0.038882667;0.045668214;0.003392793;0.038882629;0.047774139;0.047773747; 
0.4804;0.045648015;0.00338999;0.038868004;0.045647976;0.003389978;0.038868021;0.047751802;0.047751957; 
0.4802;0.045627749;0.003387219;0.038853341;0.045627738;0.003387164;0.038853411;0.047729853;0.047730167; 
0.48;0.045607483;0.003384358;0.038838768;0.045607502;0.003384351;0.0388388;0.047708321;0.047708379; 
0.4798;0.045587307;0.003381616;0.038824075;0.045587266;0.003381539;0.038824187;0.047686267;0.047686592; 
0.4796;0.045567042;0.003378725;0.038809591;0.045567031;0.003378729;0.038809574;0.04766475;0.047664807; 
0.4794;0.045546836;0.003375924;0.038794988;0.045546798;0.00337592;0.038794958;0.047643232;0.047643023; 
0.4792;0.04552663;0.003373122;0.038780385;0.045526565;0.003373111;0.038780342;0.047621596;0.04762124; 
0.479;0.045506394;0.003370321;0.038765752;0.045506333;0.003370305;0.038765724;0.047599438;0.047599459; 
0.4788;0.045486128;0.003367519;0.038751119;0.045486102;0.003367499;0.038751105;0.047577682;0.047577679; 
0.4786;0.045465863;0.003364718;0.038736457;0.045465872;0.003364694;0.038736484;0.047555941;0.0475559; 
0.4784;0.045445597;0.003361887;0.038721794;0.045445643;0.003361891;0.038721862;0.047534081;0.047534123; 
0.4782;0.045425421;0.003359026;0.038707369;0.045425415;0.003359088;0.038707239;0.047512743;0.047512347; 
0.478;0.045405096;0.003356195;0.038692707;0.045405188;0.003356287;0.038692614;0.047490898;0.047490572; 
0.4778;0.04538492;0.003353483;0.038677984;0.045384962;0.003353487;0.038677988;0.047468948;0.047468799; 
0.4776;0.045364803;0.003350711;0.038663381;0.045364737;0.003350688;0.03866336;0.047446984;0.047447026; 
0.4774;0.045344567;0.003347939;0.038648659;0.045344513;0.003347891;0.038648731;0.047424901;0.047425256; 
0.4772;0.045324302;0.003345138;0.038634056;0.045324289;0.003345094;0.038634101;0.047403353;0.047403486; 
0.477;0.045304036;0.003342307;0.038619423;0.045304067;0.003342299;0.03861947;0.047381821;0.047381718; 
0.4768;0.04528386;0.003339475;0.038604909;0.045283845;0.003339504;0.038604837;0.047360155;0.047359952; 
0.4766;0.045263565;0.003336644;0.038590276;0.045263625;0.003336711;0.038590202;0.047338489;0.047338186; 
0.4764;0.045243359;0.003333873;0.038575613;0.045243406;0.00333392;0.038575567;0.047316718;0.047316422; 
0.4762;0.045223153;0.003331101;0.038560921;0.045223187;0.003331129;0.038560929;0.047294441;0.04729466; 
0.476;0.045203036;0.003328389;0.038546228;0.045202969;0.003328339;0.038546291;0.047272685;0.047272898; 
0.4758;0.0451828;0.003325617;0.038531536;0.045182753;0.003325551;0.038531651;0.04725081;0.047251138; 
0.4756;0.045162535;0.003322786;0.038516962;0.045162537;0.003322764;0.03851701;0.047229323;0.04722938; 
0.4754;0.045142359;0.003319925;0.038502479;0.045142322;0.003319977;0.038502367;0.047207999;0.047207623; 
0.4752;0.045122063;0.003317154;0.038487756;0.045122108;0.003317192;0.038487724;0.047186005;0.047185867; 
0.475;0.045101857;0.003314352;0.038473153;0.045101896;0.003314409;0.038473078;0.047164428;0.047164112; 
0.4748;0.045081651;0.003311581;0.03845852;0.045081684;0.003311626;0.038458432;0.047142851;0.047142359; 
0.4746;0.045061535;0.003308898;0.038443738;0.045061473;0.003308845;0.038443784;0.047120231;0.047120607; 
0.4744;0.04504118;0.003306067;0.038429046;0.045041263;0.003306064;0.038429134;0.047098565;0.047098856; 
0.4742;0.045021063;0.003303325;0.038414383;0.045021054;0.003303285;0.038414484;0.047076899;0.047077107; 
0.474;0.045000887;0.003300464;0.038399959;0.045000846;0.003300507;0.038399831;0.047055769;0.047055359; 
0.4738;0.044980592;0.003297663;0.038385266;0.044980638;0.00329773;0.038385178;0.047033969;0.047033612; 
0.4736;0.044960415;0.003294921;0.038370544;0.044960432;0.003294955;0.038370523;0.047012064;0.047011867; 
0.4734;0.044940209;0.003292179;0.038355851;0.044940227;0.00329218;0.038355867;0.046990159;0.046990123; 
0.4732;0.044919974;0.003289378;0.038341248;0.044920023;0.003289407;0.038341209;0.046968269;0.046968381; 
0.473;0.044899857;0.003286696;0.038326496;0.044899819;0.003286635;0.03832655;0.04694638;0.04694664; 
0.4728;0.044879621;0.003283864;0.038311863;0.044879617;0.003283863;0.03831189;0.046924922;0.0469249; 
0.4726;0.044859475;0.003281093;0.038297319;0.044859416;0.003281094;0.038297228;0.04690333;0.046903161; 
0.4724;0.04483918;0.003278262;0.038282657;0.044839215;0.003278325;0.038282565;0.046881753;0.046881424; 
0.4722;0.044819003;0.00327549;0.038267994;0.044819016;0.003275557;0.038267901;0.046860161;0.046859689; 
0.472;0.044798797;0.003272808;0.038253182;0.044798817;0.003272791;0.038253235;0.046837929;0.046837954; 
0.4718;0.044778591;0.003270036;0.03823849;0.044778619;0.003270026;0.038238568;0.046815711;0.046816221; 
0.4716;0.044758475;0.003267354;0.038223797;0.044758423;0.003267262;0.038223899;0.04679403;0.046794489; 
0.4714;0.044738239;0.003264523;0.038209194;0.044738227;0.003264499;0.03820923;0.046772751;0.046772759; 
0.4712;0.044718093;0.003261691;0.03819474;0.044718032;0.003261737;0.038194558;0.046751502;0.04675103; 
0.471;0.044697797;0.00325892;0.038179988;0.044697838;0.003258976;0.038179886;0.046729583;0.046729302; 
0.4708;0.044677651;0.003256208;0.038165206;0.044677645;0.003256217;0.038165212;0.046707693;0.046707576; 
0.4706;0.044657445;0.003253436;0.038150573;0.044657453;0.003253459;0.038150536;0.04668619;0.046685851; 
0.4704;0.044637239;0.003250724;0.038135791;0.044637263;0.003250701;0.03813586;0.04666363;0.046664127; 
0.4702;0.044617152;0.003248012;0.038121128;0.044617072;0.003247945;0.038121182;0.046642143;0.046642405; 
0.47;0.044596887;0.003245211;0.038106435;0.044596883;0.003245191;0.038106502;0.046620551;0.046620684; 
0.4698;0.044576651;0.00324238;0.038091892;0.044576695;0.003242437;0.038091821;0.046598959;0.046598964; 
0.4696;0.044556475;0.003239638;0.03807717;0.044556508;0.003239684;0.038077139;0.046577248;0.046577246; 
0.4694;0.044536328;0.003236926;0.038062477;0.044536322;0.003236933;0.038062456;0.046555537;0.046555529; 
0.4692;0.044516122;0.003234124;0.038047874;0.044516137;0.003234183;0.038047771;0.046534243;0.046533814; 
0.469;0.044495946;0.003231412;0.038033092;0.044495952;0.003231434;0.038033085;0.046512041;0.046512099; 
0.4688;0.044475859;0.00322876;0.03801834;0.044475769;0.003228686;0.038018397;0.046490091;0.046490386; 
0.4686;0.044455624;0.003226018;0.038003588;0.044455587;0.003225939;0.038003708;0.046468306;0.046468675; 
0.4684;0.044435358;0.003223097;0.037989193;0.044435405;0.003223194;0.037989018;0.046447459;0.046446965; 
0.4682;0.044415212;0.003220415;0.037974411;0.044415225;0.003220449;0.037974326;0.046425405;0.046425256; 
0.468;0.044395036;0.003217673;0.037959719;0.044395045;0.003217706;0.037959633;0.046403903;0.046403549; 
0.4678;0.044374859;0.003214902;0.037945026;0.044374867;0.003214964;0.037944938;0.046382296;0.046381843; 
0.4676;0.044354683;0.00321222;0.037930214;0.044354689;0.003212223;0.037930243;0.046360272;0.046360138; 
0.4674;0.044334596;0.003209567;0.037915462;0.044334512;0.003209483;0.037915545;0.04633801;0.046338435; 
0.4672;0.044314361;0.003206825;0.03790074;0.044314337;0.003206745;0.037900847;0.046316418;0.046316732; 
0.467;0.044294125;0.003203935;0.037886256;0.044294162;0.003204007;0.037886147;0.046295258;0.046295032; 
0.4668;0.044273979;0.003201223;0.037871504;0.044273988;0.003201271;0.037871446;0.046273413;0.046273333; 
0.4666;0.044253832;0.003198481;0.037856871;0.044253815;0.003198536;0.037856743;0.046252134;0.046251635; 
0.4664;0.044233656;0.003195769;0.037842089;0.044233643;0.003195802;0.037842039;0.046230304;0.046229938; 
0.4662;0.04421345;0.003193086;0.037827307;0.044213472;0.003193069;0.037827334;0.046208355;0.046208243; 
0.466;0.044193244;0.003190315;0.037812644;0.044193302;0.003190338;0.037812627;0.04618642;0.046186549; 
0.4658;0.044173157;0.003187662;0.037797832;0.044173133;0.003187607;0.037797919;0.046164367;0.046164856; 
0.4656;0.044152922;0.003184801;0.037783348;0.044152965;0.003184878;0.037783209;0.046143431;0.046143165; 
0.4654;0.044132805;0.003182089;0.037768626;0.044132798;0.00318215;0.037768499;0.046121943;0.046121475; 
0.4652;0.044112659;0.003179377;0.037753904;0.044112632;0.003179423;0.037753786;0.046100321;0.046099787; 
0.465;0.044092482;0.003176725;0.037739062;0.044092467;0.003176697;0.037739073;0.046078029;0.0460781; 
0.4648;0.044072306;0.003173924;0.037724429;0.044072302;0.003173972;0.037724358;0.046056989;0.046056414; 
0.4646;0.0440521;0.003171212;0.037709677;0.044052139;0.003171249;0.037709642;0.046034712;0.04603473; 
0.4644;0.044032014;0.003168559;0.037694895;0.044031977;0.003168526;0.037694924;0.046012852;0.046013047; 
0.4642;0.044011778;0.003165847;0.037680113;0.044011815;0.003165805;0.037680205;0.045991021;0.045991365; 
0.464;0.043991661;0.003163105;0.037665421;0.043991655;0.003163085;0.037665485;0.045969743;0.045969685; 
0.4638;0.043971396;0.003160274;0.037650847;0.043971495;0.003160366;0.037650763;0.045948359;0.045948006; 
0.4636;0.043951368;0.003157681;0.037636036;0.043951337;0.003157649;0.03763604;0.045926425;0.045926328; 
0.4634;0.043931192;0.00315494;0.037621313;0.043931179;0.003154932;0.037621315;0.045904908;0.045904652; 
0.4632;0.043910986;0.003152198;0.037606591;0.043911023;0.003152217;0.037606589;0.045882839;0.045882977; 
0.463;0.0438909;0.003149515;0.037591869;0.043890867;0.003149502;0.037591862;0.045861217;0.045861304; 
0.4628;0.043870694;0.003146774;0.037577116;0.043870712;0.003146789;0.037577134;0.045839596;0.045839632; 
0.4626;0.043850577;0.003144121;0.037562334;0.043850558;0.003144077;0.037562404;0.045817974;0.045817961; 
0.4624;0.043830431;0.00314129;0.037547821;0.043830406;0.003141367;0.037547673;0.0457968;0.045796292; 
0.4622;0.043810284;0.003138608;0.037533039;0.043810254;0.003138657;0.03753294;0.045775074;0.045774624; 
0.462;0.043790138;0.003135955;0.037518227;0.043790103;0.003135949;0.037518206;0.045753244;0.045752957; 
0.4618;0.043769932;0.003133273;0.037503415;0.043769953;0.003133241;0.037503471;0.045730847;0.045731292; 
0.4616;0.043749845;0.003130561;0.037488723;0.043749804;0.003130535;0.037488734;0.045709434;0.045709628; 
0.4614;0.043729639;0.003127879;0.037473881;0.043729656;0.00312783;0.037473996;0.04568747;0.045687965; 
0.4612;0.043709523;0.003125197;0.037459159;0.043709509;0.003125126;0.037459256;0.045666072;0.045666304; 
0.461;0.043689406;0.003122425;0.037444556;0.043689363;0.003122424;0.037444515;0.045644569;0.045644644; 
0.4608;0.043669111;0.003119654;0.037429804;0.043669218;0.003119722;0.037429773;0.045623067;0.045622986; 
0.4606;0.043649083;0.003117031;0.037415051;0.043649074;0.003117022;0.03741503;0.045601431;0.045601329; 
0.4604;0.043628907;0.003114319;0.037400269;0.04362893;0.003114323;0.037400285;0.045579809;0.045579673; 
0.4602;0.04360885;0.003111696;0.037385458;0.043608788;0.003111625;0.037385539;0.045557651;0.045558018; 
0.46;0.043588644;0.003108984;0.037370676;0.043588647;0.003108928;0.037370791;0.045535925;0.045536365; 
0.4598;0.043568528;0.003106272;0.037355983;0.043568506;0.003106232;0.037356042;0.045514616;0.045514714; 
0.4596;0.043548411;0.003103501;0.03734141;0.043548367;0.003103538;0.037341292;0.045493472;0.045493064; 
0.4594;0.043528146;0.003100789;0.037326568;0.043528229;0.003100844;0.03732654;0.045471492;0.045471415; 
0.4592;0.043508118;0.003098136;0.037311846;0.043508091;0.003098152;0.037311787;0.045450214;0.045449767; 
0.459;0.043487942;0.003095484;0.037297004;0.043487955;0.003095461;0.037297032;0.045428264;0.045428121; 
0.4588;0.043467885;0.003092802;0.037282252;0.043467819;0.003092771;0.037282277;0.045406166;0.045406476; 
0.4586;0.043447679;0.003090119;0.03726747;0.043447684;0.003090082;0.037267519;0.045384678;0.045384833; 
0.4584;0.043427593;0.003087437;0.037252688;0.043427551;0.003087395;0.037252761;0.045363176;0.045363191; 
0.4582;0.043407476;0.003084725;0.037238055;0.043407418;0.003084708;0.037238001;0.045341539;0.04534155; 
0.458;0.04338721;0.003081983;0.037223244;0.043387286;0.003082023;0.03722324;0.045319933;0.045319911; 
0.4578;0.043367213;0.003079331;0.037208581;0.043367156;0.003079339;0.037208477;0.045298758;0.045298273; 
0.4576;0.043347037;0.003076649;0.037193739;0.043347026;0.003076656;0.037193713;0.045277032;0.045276636; 
0.4574;0.043326861;0.003073967;0.037178898;0.043326897;0.003073974;0.037178948;0.045254591;0.045255001; 
0.4572;0.043306774;0.003071284;0.037164175;0.043306769;0.003071294;0.037164181;0.045233312;0.045233367; 
0.457;0.043286687;0.003068692;0.037149334;0.043286642;0.003068614;0.037149413;0.045211467;0.045211735; 
0.4568;0.0432666;0.00306595;0.037134701;0.043266516;0.003065936;0.037134644;0.045190084;0.045190104; 
0.4566;0.043246335;0.003063208;0.037119919;0.043246391;0.003063259;0.037119873;0.045168701;0.045168474; 
0.4564;0.043226189;0.003060526;0.037105167;0.043226267;0.003060583;0.037105101;0.045147184;0.045146846; 
0.4562;0.043206161;0.003057903;0.037090385;0.043206144;0.003057908;0.037090327;0.045125681;0.045125219; 
0.456;0.043185985;0.003055191;0.037075573;0.043186022;0.003055235;0.037075553;0.045103478;0.045103593; 
0.4558;0.043165928;0.003052569;0.037060761;0.043165901;0.003052562;0.037060776;0.045081857;0.045081969; 
0.4556;0.043145722;0.003049886;0.03704595;0.04314578;0.003049891;0.037045999;0.04506025;0.045060346; 
0.4554;0.043125606;0.003047115;0.037031376;0.043125661;0.003047221;0.03703122;0.045039076;0.045038725; 
0.4552;0.043105489;0.003044492;0.037016535;0.043105543;0.003044552;0.03701644;0.04501735;0.045017104; 
0.455;0.043085373;0.003041869;0.037001634;0.043085425;0.003041884;0.037001658;0.04499552;0.044995486; 
