h;f_backward;f_central;f_forward;d_backward;d_central;d_forward;f_s;d_s;
0.9994;0.101043499;0.014531082;0.071981335;0.101043541;0.014531106;0.071981328;0.107773843;0.107773791; 
0.9992;0.101021177;0.01452536;0.071970487;0.101021209;0.014525364;0.071970481;0.107749763;0.107749723; 
0.999;0.100998855;0.014519608;0.071959639;0.100998877;0.014519622;0.071959633;0.107725638;0.107725654; 
0.9988;0.100976563;0.014513886;0.071948761;0.100976546;0.014513882;0.071948783;0.107701543;0.107701587; 
0.9986;0.100954211;0.014508104;0.071938002;0.100954216;0.014508142;0.071937932;0.107677582;0.107677519; 
0.9984;0.100931889;0.014502412;0.071927035;0.100931886;0.014502404;0.071927079;0.10765342;0.107653453; 
0.9982;0.100909537;0.01449666;0.071916276;0.100909557;0.014496666;0.071916224;0.107629444;0.107629386; 
0.998;0.100887215;0.014490908;0.071905398;0.100887229;0.01449093;0.071905368;0.107605416;0.10760532; 
0.9978;0.100864893;0.014485186;0.07189452;0.100864901;0.014485195;0.071894511;0.107581298;0.107581254; 
0.9976;0.100842542;0.014479435;0.071883613;0.100842574;0.014479461;0.071883652;0.107557136;0.107557189; 
0.9974;0.100820249;0.014473742;0.071872765;0.100820248;0.014473728;0.071872791;0.107533063;0.107533124; 
0.9972;0.100797898;0.014467931;0.071862006;0.100797922;0.014467996;0.071861929;0.107509132;0.10750906; 
0.997;0.100775576;0.014462298;0.071851009;0.100775597;0.014462266;0.071851066;0.107484925;0.107484996; 
0.9968;0.100753284;0.014456546;0.071840221;0.100753273;0.014456536;0.071840201;0.107460979;0.107460932; 
0.9966;0.100730932;0.014450795;0.071829373;0.100730949;0.014450808;0.071829334;0.107436943;0.107436869; 
0.9964;0.10070861;0.014445073;0.071818465;0.100708626;0.01444508;0.071818466;0.107412855;0.107412806; 
0.9962;0.100686288;0.01443935;0.071807587;0.100686304;0.014439354;0.071807596;0.107388715;0.107388744; 
0.996;0.100663996;0.014433658;0.071796709;0.100663982;0.014433628;0.071796725;0.107364613;0.107364682; 
0.9958;0.100641644;0.014427877;0.071785921;0.100641661;0.014427904;0.071785852;0.107340704;0.107340621; 
0.9956;0.100619322;0.014422184;0.071774924;0.100619341;0.014422181;0.071774978;0.107316527;0.107316559; 
0.9954;0.100597;0.014416432;0.071764135;0.100597021;0.014416459;0.071764102;0.107292536;0.107292499; 
0.9952;0.100574678;0.01441071;0.071753257;0.100574702;0.014410738;0.071753225;0.107268485;0.107268438; 
0.995;0.100552416;0.014405018;0.07174235;0.100552383;0.014405019;0.071742346;0.107244413;0.107244379; 
0.9948;0.100530034;0.014399296;0.071731472;0.100530066;0.0143993;0.071731466;0.107220407;0.107220319; 
0.9946;0.100507772;0.014393604;0.071720564;0.100507749;0.014393582;0.071720584;0.107196215;0.10719626; 
0.9944;0.10048542;0.014387792;0.071709776;0.100485432;0.014387866;0.071709701;0.107172261;0.107172202; 
0.9942;0.100463098;0.01438216;0.071698779;0.100463117;0.01438215;0.071698816;0.107148106;0.107148143; 
0.994;0.100440776;0.014376408;0.071687961;0.100440802;0.014376436;0.07168793;0.107124153;0.107124086; 
0.9938;0.100418484;0.014370686;0.071677083;0.100418487;0.014370723;0.071677042;0.10710011;0.107100028; 
0.9936;0.100396162;0.014364994;0.071666175;0.100396173;0.014365011;0.071666152;0.107076074;0.107075971; 
0.9934;0.10037387;0.014359301;0.071655267;0.10037386;0.014359299;0.071655262;0.107051957;0.107051915; 
0.9932;0.100351518;0.014353579;0.07164433;0.100351548;0.014353589;0.071644369;0.107027787;0.107027859; 
0.993;0.100329197;0.014347887;0.071633452;0.100329236;0.014347881;0.071633475;0.107003737;0.107003803; 
0.9928;0.100306904;0.014342195;0.071622515;0.100306925;0.014342173;0.07162258;0.106979679;0.106979748; 
0.9926;0.100284642;0.014336473;0.071611696;0.100284615;0.014336466;0.071611683;0.10695574;0.106955693; 
0.9924;0.10026229;0.014330721;0.071600819;0.100262305;0.014330761;0.071600784;0.106931719;0.106931639; 
0.9922;0.100239968;0.014325059;0.071589881;0.100239996;0.014325056;0.071589884;0.106907632;0.106907585; 
0.992;0.100217676;0.014319307;0.071579003;0.100217688;0.014319353;0.071578982;0.106883618;0.106883531; 
0.9918;0.100195384;0.014313674;0.071568036;0.10019538;0.01431365;0.071568079;0.106859411;0.106859478; 
0.9916;0.100173062;0.014307952;0.071557158;0.100173073;0.014307949;0.071557175;0.106835368;0.106835425; 
0.9914;0.10015074;0.01430226;0.071546221;0.100150767;0.014302249;0.071546269;0.10681134;0.106811373; 
0.9912;0.100128478;0.014296538;0.071535402;0.100128461;0.01429655;0.071535361;0.106787424;0.106787321; 
0.991;0.100106126;0.014290816;0.071524495;0.100106156;0.014290852;0.071524452;0.106763373;0.10676327; 
0.9908;0.100083864;0.014285153;0.071513557;0.100083851;0.014285155;0.071513541;0.106739308;0.106739219; 
0.9906;0.100061572;0.014279461;0.07150265;0.100061548;0.014279459;0.071502629;0.106715243;0.106715168; 
0.9904;0.10003928;0.014273799;0.071491682;0.100039245;0.014273765;0.071491715;0.106691065;0.106691118; 
0.9902;0.100016958;0.014268077;0.071480775;0.100016942;0.014268071;0.0714808;0.106666985;0.106667068; 
0.99;0.099994636;0.014262384;0.071469837;0.09999464;0.014262379;0.071469883;0.106642979;0.106643019; 
0.9898;0.099972344;0.014256692;0.071459019;0.099972339;0.014256687;0.071458965;0.106619011;0.10661897; 
0.9896;0.099950022;0.01425097;0.071448082;0.099950039;0.014250997;0.071448045;0.10659499;0.106594921; 
0.9894;0.099927729;0.014245308;0.071437144;0.099927739;0.014245308;0.071437124;0.10657097;0.106570873; 
0.9892;0.099905437;0.014239615;0.071426237;0.09990544;0.01423962;0.071426201;0.106546912;0.106546826; 
0.989;0.099883145;0.014233923;0.071415269;0.099883142;0.014233933;0.071415277;0.106522757;0.106522778; 
0.9888;0.099860823;0.014228231;0.071404332;0.099860844;0.014228247;0.071404351;0.106498706;0.106498732; 
0.9886;0.099838561;0.014222568;0.071393394;0.099838547;0.014222562;0.071393423;0.106474663;0.106474685; 
0.9884;0.099816209;0.014216817;0.071382576;0.099816251;0.014216878;0.071382495;0.106450717;0.106450639; 
0.9882;0.099793947;0.014211154;0.071371609;0.099793955;0.014211195;0.071371564;0.106426644;0.106426594; 
0.988;0.099771655;0.014205492;0.071360671;0.09977166;0.014205514;0.071360632;0.106402646;0.106402549; 
0.9878;0.099749363;0.014199829;0.071349704;0.099749366;0.014199833;0.071349699;0.106378566;0.106378504; 
0.9876;0.099727041;0.014194137;0.071338767;0.099727072;0.014194154;0.071338764;0.106354441;0.10635446; 
0.9874;0.099704778;0.014188475;0.071327799;0.099704779;0.014188476;0.071327827;0.106330331;0.106330416; 
0.9872;0.099682456;0.014182842;0.071316832;0.099682486;0.014182799;0.071316889;0.106306317;0.106306373; 
0.987;0.099660194;0.01417709;0.071306014;0.099660195;0.014177123;0.07130595;0.106282394;0.10628233; 
0.9868;0.099637902;0.014171457;0.071295047;0.099637904;0.014171448;0.071295009;0.106258351;0.106258288; 
0.9866;0.09961561;0.014165765;0.071284109;0.099615613;0.014165774;0.071284066;0.106234308;0.106234246; 
0.9864;0.099593318;0.014160103;0.071273112;0.099593324;0.014160101;0.071273122;0.106210257;0.106210204; 
0.9862;0.099571055;0.01415444;0.071262205;0.099571035;0.014154429;0.071262176;0.106186259;0.106186163; 
0.986;0.099548733;0.014148778;0.071251207;0.099548746;0.014148759;0.071251229;0.106162067;0.106162122; 
0.9858;0.099526471;0.014143145;0.07124021;0.099526459;0.014143089;0.071240281;0.106138001;0.106138082; 
0.9856;0.099504179;0.014137423;0.071229392;0.099504172;0.014137421;0.07122933;0.106114107;0.106114042; 
0.9854;0.099481857;0.014131701;0.071218425;0.099481885;0.014131753;0.071218379;0.106090094;0.106090003; 
0.9852;0.099459624;0.014126068;0.071207458;0.0994596;0.014126087;0.071207426;0.106066006;0.106065964; 
0.985;0.099437302;0.014120436;0.071196461;0.099437315;0.014120422;0.071196471;0.106041978;0.106041925; 
0.9848;0.09941504;0.014114773;0.071185523;0.09941503;0.014114758;0.071185515;0.106017943;0.106017887; 
0.9846;0.099392748;0.014109111;0.071174526;0.099392747;0.014109095;0.071174557;0.105993773;0.105993849; 
0.9844;0.099370456;0.014103448;0.071163559;0.099370464;0.014103433;0.071163598;0.10596973;0.105969812; 
0.9842;0.099348193;0.014097726;0.071152711;0.099348181;0.014097772;0.071152637;0.105945873;0.105945775; 
0.984;0.099325901;0.014092094;0.071141714;0.0993259;0.014092113;0.071141675;0.105921808;0.105921739; 
0.9838;0.099303579;0.014086431;0.071130747;0.099303619;0.014086454;0.071130711;0.105897743;0.105897703; 
0.9836;0.099281347;0.014080799;0.071119749;0.099281338;0.014080796;0.071119745;0.105873744;0.105873667; 
0.9834;0.099259025;0.014075106;0.071108812;0.099259059;0.01407514;0.071108779;0.105849716;0.105849632; 
0.9832;0.099236763;0.014069474;0.071097785;0.09923678;0.014069485;0.07109781;0.105825517;0.105825598; 
0.983;0.09921447;0.014063811;0.071086818;0.099214501;0.014063831;0.07108684;0.105801496;0.105801563; 
0.9828;0.099192208;0.014058119;0.07107594;0.099192224;0.014058177;0.071075869;0.105777594;0.10577753; 
0.9826;0.099169976;0.014052576;0.071064854;0.099169947;0.014052525;0.071064896;0.10575344;0.105753496; 
0.9824;0.099147683;0.014046884;0.071053946;0.099147671;0.014046875;0.071053922;0.105729523;0.105729463; 
0.9822;0.099125362;0.014041221;0.071042949;0.099125395;0.014041225;0.071042946;0.105705473;0.105705431; 
0.982;0.099103099;0.014035559;0.071031982;0.09910312;0.014035576;0.071031968;0.105681489;0.105681399; 
0.9818;0.099080837;0.014029926;0.071020955;0.099080846;0.014029928;0.071020989;0.105657297;0.105657367; 
0.9816;0.099058545;0.014024294;0.071009988;0.099058572;0.014024282;0.071010009;0.105633307;0.105633336; 
0.9814;0.099036282;0.014018571;0.07099908;0.099036299;0.014018636;0.070999027;0.105609353;0.105609306; 
0.9812;0.09901402;0.014013028;0.070987993;0.099014027;0.014012992;0.070988043;0.105585213;0.105585275; 
0.981;0.098991728;0.014007306;0.070977116;0.098991755;0.014007349;0.070977058;0.105561326;0.105561246; 
0.9808;0.098969466;0.014001674;0.070966118;0.098969485;0.014001707;0.070966071;0.105537306;0.105537216; 
0.9806;0.098947233;0.013996071;0.070955092;0.098947214;0.013996065;0.070955083;0.10551327;0.105513187; 
0.9804;0.098924971;0.013990438;0.070944095;0.098924945;0.013990425;0.070944094;0.105489123;0.105489159; 
0.9802;0.098902679;0.013984776;0.070933068;0.098902676;0.013984787;0.070933103;0.10546508;0.105465131; 
0.98;0.098880386;0.013979113;0.07092216;0.098880408;0.013979149;0.07092211;0.105441156;0.105441103; 
0.9798;0.098858154;0.01397354;0.070911074;0.09885814;0.013973512;0.070911116;0.105417046;0.105417076; 
0.9796;0.098835832;0.013967848;0.070900166;0.098835873;0.013967877;0.07090012;0.105393122;0.10539305; 
0.9794;0.09881357;0.013962215;0.070889169;0.098813607;0.013962242;0.070889123;0.105369102;0.105369023; 
0.9792;0.098791307;0.013956612;0.070878112;0.098791342;0.013956609;0.070878124;0.105345044;0.105344998; 
0.979;0.098769105;0.01395098;0.070867115;0.098769077;0.013950976;0.070867124;0.10532103;0.105320972; 
0.9788;0.098746812;0.013945347;0.070856088;0.098746812;0.013945345;0.070856122;0.105296883;0.105296947; 
0.9786;0.09872455;0.013939685;0.070845181;0.098724549;0.013939715;0.070845119;0.105273004;0.105272923; 
0.9784;0.098702288;0.013934112;0.070834064;0.098702286;0.013934086;0.070834114;0.105248842;0.105248899; 
0.9782;0.098680055;0.013928449;0.070823127;0.098680024;0.013928458;0.070823108;0.105224933;0.105224875; 
0.978;0.098657793;0.013922817;0.07081213;0.098657763;0.013922831;0.0708121;0.105200897;0.105200852; 
0.9778;0.098635531;0.013917184;0.070801103;0.098635502;0.013917205;0.070801091;0.105176914;0.10517683; 
0.9776;0.098613238;0.013911581;0.070790076;0.098613242;0.013911581;0.07079008;0.105152848;0.105152807; 
0.9774;0.098590946;0.013905948;0.070779049;0.098590982;0.013905957;0.070779068;0.105128731;0.105128786; 
0.9772;0.098568714;0.013900346;0.070768052;0.098568723;0.013900335;0.070768054;0.105104733;0.105104764; 
0.977;0.098546481;0.013894773;0.070756966;0.098546465;0.013894713;0.070757038;0.105080667;0.105080743; 
0.9768;0.098524219;0.01388908;0.070746058;0.098524208;0.013889093;0.070746022;0.105056788;0.105056723; 
0.9766;0.098501957;0.013883448;0.070735031;0.098501951;0.013883474;0.070735003;0.105032767;0.105032703; 
0.9764;0.098479694;0.013877845;0.070723975;0.098479695;0.013877856;0.070723983;0.105008754;0.105008684; 
0.9762;0.098457402;0.013872242;0.070712948;0.09845744;0.013872239;0.070712962;0.104984719;0.104984664; 
0.976;0.098435199;0.013866639;0.070701921;0.098435185;0.013866623;0.070701939;0.104960616;0.104960646; 
0.9758;0.098412937;0.013861036;0.070690894;0.098412931;0.013861008;0.070690914;0.10493658;0.104936628; 
0.9756;0.098390645;0.013855434;0.070679837;0.098390677;0.013855395;0.070679888;0.10491253;0.10491261; 
0.9754;0.098368383;0.013849741;0.07066893;0.098368425;0.013849782;0.070668861;0.104888673;0.104888593; 
0.9752;0.09834618;0.013844168;0.070657843;0.098346173;0.013844171;0.070657832;0.104864608;0.104864576; 
0.975;0.098323917;0.013838565;0.070646816;0.098323921;0.01383856;0.070646801;0.104840609;0.10484056; 
0.9748;0.098301685;0.013832963;0.07063576;0.098301671;0.013832951;0.070635769;0.104816604;0.104816544; 
0.9746;0.098279423;0.01382736;0.070624703;0.098279421;0.013827343;0.070624736;0.104792464;0.104792528; 
0.9744;0.09825716;0.013821757;0.070613676;0.098257171;0.013821735;0.070613701;0.104768451;0.104768513; 
0.9742;0.098234928;0.013816154;0.07060262;0.098234923;0.013816129;0.070602664;0.10474443;0.104744499; 
0.974;0.098212665;0.013810492;0.070591682;0.098212675;0.013810525;0.070591626;0.104720521;0.104720485; 
0.9738;0.098190403;0.013804889;0.070580625;0.098190428;0.013804921;0.070580586;0.104696553;0.104696471; 
0.9736;0.098168171;0.013799316;0.070569569;0.098168181;0.013799318;0.070569545;0.104672509;0.104672458; 
0.9734;0.098145968;0.013793713;0.070558512;0.098145935;0.013793716;0.070558502;0.104648526;0.104648445; 
0.9732;0.098123676;0.01378811;0.070547426;0.09812369;0.013788116;0.070547458;0.104624356;0.104624433; 
0.973;0.098101413;0.013782537;0.070536399;0.098101445;0.013782516;0.070536413;0.104600358;0.104600421; 
0.9728;0.098079181;0.013776934;0.070525312;0.098079201;0.013776918;0.070525365;0.10457636;0.10457641; 
0.9726;0.098056978;0.013771302;0.070514405;0.098056958;0.013771321;0.070514317;0.104552488;0.104552399; 
0.9724;0.098034716;0.013765699;0.070503318;0.098034715;0.013765725;0.070503266;0.104528467;0.104528388; 
0.9722;0.098012483;0.013760126;0.070492262;0.098012474;0.013760129;0.070492215;0.104504439;0.104504379; 
0.972;0.097990191;0.013754523;0.070481175;0.097990232;0.013754536;0.070481161;0.104480426;0.104480369; 
0.9718;0.097967959;0.01374892;0.070470089;0.097967992;0.013748943;0.070470107;0.104456346;0.10445636; 
0.9716;0.097945726;0.013743347;0.070459032;0.097945752;0.013743351;0.07045905;0.104432295;0.104432351; 
0.9714;0.097923523;0.013737774;0.070447946;0.097923513;0.01373776;0.070447992;0.104408319;0.104408343; 
0.9712;0.097901261;0.013732141;0.070437008;0.097901274;0.013732171;0.070436933;0.104384403;0.104384336; 
0.971;0.097879058;0.013726568;0.070425922;0.097879037;0.013726582;0.070425872;0.104360412;0.104360328; 
0.9708;0.097856766;0.013720965;0.070414865;0.097856799;0.013720995;0.07041481;0.104336414;0.104336322; 
0.9706;0.097834534;0.013715392;0.070403778;0.097834563;0.013715408;0.070403746;0.104312415;0.104312315; 
0.9704;0.097812301;0.01370979;0.070392692;0.097812327;0.013709823;0.070392681;0.10428841;0.10428831; 
0.9702;0.097790068;0.013704217;0.070381606;0.097790092;0.013704239;0.070381614;0.10426427;0.104264304; 
0.97;0.097767866;0.013698673;0.070370489;0.097767858;0.013698656;0.070370545;0.104240257;0.104240299; 
0.9698;0.097745603;0.013693041;0.070359552;0.097745624;0.013693074;0.070359476;0.104216348;0.104216295; 
0.9696;0.097723401;0.013687468;0.070348465;0.097723391;0.013687493;0.070348404;0.104192394;0.104192291; 
0.9694;0.097701168;0.013681924;0.070337379;0.097701159;0.013681914;0.070337331;0.104168351;0.104168287; 
0.9692;0.097678936;0.013676322;0.070326263;0.097678927;0.013676335;0.070326257;0.104144383;0.104144284; 
0.969;0.097656673;0.013670749;0.070315176;0.097656696;0.013670758;0.070315181;0.104120325;0.104120282; 
0.9688;0.097634441;0.013665176;0.07030409;0.097634466;0.013665181;0.070304103;0.104096222;0.10409628; 
0.9686;0.097612238;0.013659632;0.070293003;0.097612236;0.013659606;0.070293024;0.104072216;0.104072278; 
0.9684;0.097589976;0.01365397;0.070282006;0.097590007;0.013654032;0.070281944;0.104048337;0.104048277; 
0.9682;0.097567773;0.013648427;0.07027089;0.097567779;0.013648458;0.070270862;0.104024346;0.104024276; 
0.968;0.09754554;0.013642883;0.070259803;0.097545551;0.013642886;0.070259778;0.104000318;0.104000276; 
0.9678;0.097523308;0.01363731;0.070248717;0.097523324;0.013637315;0.070248693;0.103976364;0.103976276; 
0.9676;0.097501105;0.013631737;0.070237601;0.097501098;0.013631746;0.070237606;0.103952344;0.103952277; 
0.9674;0.097478873;0.013626164;0.070226514;0.097478872;0.013626177;0.070226518;0.103928249;0.103928278; 
0.9672;0.09745667;0.013620621;0.070215398;0.097456647;0.013620609;0.070215429;0.103904198;0.10390428; 
0.967;0.097434378;0.013614988;0.070204401;0.097434423;0.013615043;0.070204338;0.103880364;0.103880282; 
0.9668;0.097412175;0.013609505;0.070193195;0.0974122;0.013609477;0.070193245;0.103856239;0.103856284; 
0.9666;0.097389942;0.013603842;0.070182198;0.097389977;0.013603913;0.070182151;0.103832382;0.103832287; 
0.9664;0.09736777;0.013598329;0.070171082;0.097367755;0.01359835;0.070171055;0.103808399;0.103808291; 
0.9662;0.097345507;0.013592786;0.070159966;0.097345533;0.013592787;0.070159958;0.10378437;0.103784295; 
0.966;0.097323334;0.013587272;0.070148849;0.097323312;0.013587226;0.070148859;0.103760245;0.103760299; 
0.9658;0.097301072;0.01358164;0.070137733;0.097301092;0.013581666;0.070137759;0.103736225;0.103736304; 
0.9656;0.097278839;0.013576067;0.070126736;0.097278873;0.013576108;0.070126658;0.103712398;0.103712309; 
0.9654;0.097256637;0.013570553;0.070115501;0.097256654;0.01357055;0.070115554;0.103688243;0.103688315; 
0.9652;0.097234464;0.01356498;0.070104504;0.097234436;0.013564993;0.07010445;0.103664416;0.103664321; 
0.965;0.097212201;0.013559407;0.070093357;0.097212218;0.013559438;0.070093343;0.103640373;0.103640328; 
0.9648;0.097189969;0.013553864;0.070082241;0.097190002;0.013553883;0.070082236;0.10361639;0.103616336; 
0.9646;0.097167796;0.013548321;0.070071095;0.097167786;0.01354833;0.070071126;0.103592287;0.103592343; 
0.9644;0.097145563;0.013542777;0.070059979;0.09714557;0.013542777;0.070060016;0.103568281;0.103568351; 
0.9642;0.097123361;0.013537204;0.070048952;0.097123356;0.013537226;0.070048903;0.103544417;0.10354436; 
0.964;0.097101128;0.013531691;0.070037746;0.097101142;0.013531676;0.070037789;0.103520344;0.103520369; 
0.9638;0.097078896;0.013526088;0.070026719;0.097078928;0.013526127;0.070026674;0.103496473;0.103496379; 
0.9636;0.097056723;0.013520575;0.070015603;0.097056716;0.013520579;0.070015557;0.103472444;0.103472389; 
0.9634;0.09703452;0.013515031;0.070004457;0.097034504;0.013515032;0.070004439;0.103448498;0.1034484; 
0.9632;0.097012258;0.013509458;0.069993311;0.097012292;0.013509487;0.069993319;0.103424455;0.103424411; 
0.963;0.096990055;0.013503945;0.069982165;0.096990082;0.013503942;0.069982198;0.103400375;0.103400422; 
0.9628;0.096967852;0.013498342;0.069971138;0.096967872;0.013498399;0.069971075;0.103376526;0.103376434; 
0.9626;0.096945679;0.013492888;0.069959903;0.096945663;0.013492856;0.06995995;0.103352401;0.103352447; 
0.9624;0.096923447;0.013487285;0.069948876;0.096923454;0.013487315;0.069948825;0.103328544;0.10332846; 
0.9622;0.096901244;0.013481742;0.06993773;0.096901246;0.013481775;0.069937697;0.103304553;0.103304473; 
0.962;0.096879071;0.013476259;0.069926584;0.096879039;0.013476236;0.069926568;0.103280562;0.103280487; 
0.9618;0.096856868;0.013470715;0.069915438;0.096856833;0.013470697;0.069915438;0.103256542;0.103256501; 
0.9616;0.096834636;0.013465202;0.069904292;0.096834627;0.013465161;0.069904306;0.103232469;0.103232516; 
0.9614;0.096812433;0.013459659;0.069893145;0.096812422;0.013459625;0.069893172;0.103208455;0.103208532; 
0.9612;0.096790201;0.013454115;0.069881999;0.096790217;0.01345409;0.069882037;0.103184502;0.103184547; 
0.961;0.096768028;0.013448542;0.069870943;0.096768014;0.013448556;0.069870901;0.103160667;0.103160564; 
0.9608;0.096745825;0.013442999;0.069859797;0.096745811;0.013443024;0.069859763;0.103136632;0.10313658; 
0.9606;0.096723592;0.013437486;0.069848621;0.096723608;0.013437492;0.069848623;0.103112648;0.103112598; 
0.9604;0.09670136;0.013431943;0.069837475;0.096701406;0.013431962;0.069837482;0.103088665;0.103088615; 
0.9602;0.096679217;0.013426459;0.069826299;0.096679205;0.013426433;0.06982634;0.103064548;0.103064634; 
0.96;0.096656984;0.013420916;0.069815183;0.096657005;0.013420905;0.069815196;0.103040616;0.103040652; 
0.9598;0.096634841;0.013415432;0.069804007;0.096634806;0.013415378;0.06980405;0.103016618;0.103016671; 
0.9596;0.096612579;0.013409799;0.06979295;0.096612607;0.013409852;0.069792903;0.102992739;0.102992691; 
0.9594;0.096590406;0.013404286;0.069781804;0.096590408;0.013404327;0.069781754;0.102968793;0.102968711; 
0.9592;0.096568203;0.013398802;0.069770628;0.096568211;0.013398803;0.069770604;0.102944832;0.102944732; 
0.959;0.096546;0.013393289;0.069759452;0.096546014;0.013393281;0.069759453;0.102920803;0.102920753; 
0.9588;0.096523857;0.013387805;0.069748276;0.096523818;0.013387759;0.0697483;0.102896716;0.102896775; 
0.9586;0.096501595;0.013382232;0.06973713;0.096501622;0.013382239;0.069737145;0.10287274;0.102872797; 
0.9584;0.096479452;0.013376749;0.069725925;0.096479427;0.013376719;0.069725989;0.102848764;0.102848819; 
0.9582;0.096457249;0.013371176;0.069714898;0.096457233;0.013371201;0.069714831;0.102824907;0.102824842; 
0.958;0.096435016;0.013365662;0.069703692;0.09643504;0.013365684;0.069703672;0.102800909;0.102800866; 
0.9578;0.096412873;0.013360149;0.069692546;0.096412847;0.013360168;0.069692511;0.102776977;0.10277689; 
0.9576;0.096390671;0.013354665;0.06968134;0.096390655;0.013354653;0.069681349;0.102752972;0.102752914; 
0.9574;0.096368438;0.013349152;0.069670164;0.096368463;0.013349139;0.069670186;0.102728906;0.102728939; 
0.9572;0.096346265;0.013343638;0.069658989;0.096346273;0.013343626;0.06965902;0.102704886;0.102704965; 
0.957;0.096324092;0.013338155;0.069647813;0.096324083;0.013338114;0.069647854;0.102680939;0.102680991; 
0.9568;0.096301919;0.013332582;0.069636756;0.096301893;0.013332604;0.069636685;0.102657098;0.102657017; 
0.9566;0.096279717;0.013327068;0.06962555;0.096279704;0.013327094;0.069625516;0.102633144;0.102633044; 
0.9564;0.096257514;0.013321555;0.069614375;0.096257517;0.013321586;0.069614344;0.102609161;0.102609072; 
0.9562;0.096235311;0.013316071;0.069603169;0.096235329;0.013316079;0.069603172;0.102585177;0.102585099; 
0.956;0.096213138;0.013310558;0.069591993;0.096213143;0.013310573;0.069591997;0.102561186;0.102561128; 
0.9558;0.096190965;0.013305104;0.069580817;0.096190957;0.013305068;0.069580822;0.102537128;0.102537157; 
0.9556;0.096168733;0.013299561;0.069569582;0.096168771;0.013299564;0.069569644;0.10251313;0.102513186; 
0.9554;0.096146619;0.013294017;0.069558525;0.096146587;0.013294061;0.069558465;0.102489266;0.102489216; 
0.9552;0.096124417;0.013288564;0.069547319;0.096124403;0.013288559;0.069547285;0.102465312;0.102465246; 
0.955;0.096102214;0.01328302;0.069536143;0.09610222;0.013283058;0.069536103;0.102441344;0.102441277; 
0.9548;0.096080041;0.013277537;0.069524938;0.096080037;0.013277559;0.06952492;0.102417398;0.102417308; 
0.9546;0.096057808;0.013272053;0.069513762;0.096057856;0.01327206;0.069513735;0.102393429;0.10239334; 
0.9544;0.096035665;0.013266569;0.069502526;0.096035674;0.013266563;0.069502549;0.102369334;0.102369373; 
0.9542;0.096013492;0.013261116;0.069491321;0.096013494;0.013261067;0.069491361;0.102345365;0.102345405; 
0.954;0.09599129;0.013255543;0.069480234;0.095991314;0.013255571;0.069480172;0.102321501;0.102321439; 
0.9538;0.095969147;0.013250059;0.069468999;0.095969135;0.013250077;0.069468981;0.10229751;0.102297472; 
0.9536;0.095946944;0.013244546;0.069457823;0.095946957;0.013244584;0.069457788;0.102273572;0.102273507; 
0.9534;0.095924801;0.013239062;0.069446617;0.095924779;0.013239092;0.069446594;0.102249648;0.102249542; 
0.9532;0.095902628;0.013233638;0.069435412;0.095902602;0.013233602;0.069435399;0.102225627;0.102225577; 
0.953;0.095880455;0.013228124;0.069424176;0.095880426;0.013228112;0.069424202;0.102201554;0.102201613; 
0.9528;0.095858252;0.013222611;0.06941297;0.09585825;0.013222623;0.069413004;0.102177593;0.102177649; 
0.9526;0.095836079;0.013217098;0.069401884;0.095836075;0.013217136;0.069401804;0.102153774;0.102153686; 
0.9524;0.095813876;0.013211644;0.069390649;0.095813901;0.01321165;0.069390602;0.102129805;0.102129723; 
0.9522;0.095791733;0.01320613;0.069379443;0.095791728;0.013206164;0.069379399;0.102105837;0.102105761; 
0.952;0.09576956;0.013200677;0.069368207;0.095769555;0.01320068;0.069368195;0.102081846;0.102081799; 
0.9518;0.095747387;0.013195223;0.069357002;0.095747383;0.013195197;0.069356989;0.102057937;0.102057838; 
0.9516;0.095725215;0.013189739;0.069345766;0.095725211;0.013189715;0.069345781;0.102033819;0.102033877; 
0.9514;0.095703042;0.013184226;0.069334561;0.09570304;0.013184234;0.069334572;0.102009873;0.102009916; 
0.9512;0.095680839;0.013178712;0.069323414;0.09568087;0.013178754;0.069323362;0.101986009;0.101985957; 
0.951;0.095658696;0.013173318;0.06931209;0.095658701;0.013173276;0.06931215;0.101961921;0.101961997; 
0.9508;0.095636553;0.013167805;0.069300973;0.095636532;0.013167798;0.069300936;0.101938102;0.101938039; 
0.9506;0.09561438;0.013162351;0.069289738;0.095614364;0.013162322;0.069289721;0.101914141;0.10191408; 
0.9504;0.095592207;0.013156867;0.069278502;0.095592197;0.013156846;0.069278504;0.101890187;0.101890123; 
0.9502;0.095570034;0.013151413;0.069267267;0.09557003;0.013151372;0.069267286;0.101866084;0.101866165; 
0.95;0.095547831;0.0131459;0.069256061;0.095547864;0.013145899;0.069256067;0.101842161;0.101842208; 
0.9498;0.095525718;0.013140386;0.069244915;0.095525699;0.013140427;0.069244846;0.101818319;0.101818252; 
0.9496;0.095503485;0.013134962;0.06923359;0.095503534;0.013134956;0.069233623;0.101794253;0.101794296; 
0.9494;0.095481342;0.013129449;0.069222444;0.095481371;0.013129486;0.069222399;0.101770404;0.101770341; 
0.9492;0.095459169;0.013123995;0.069211209;0.095459207;0.013124017;0.069211173;0.101746458;0.101746386; 
0.949;0.095437026;0.013118541;0.069199973;0.095437045;0.013118549;0.069199946;0.101722534;0.101722432; 
0.9488;0.095414913;0.013113088;0.069188708;0.095414883;0.013113083;0.069188718;0.101698454;0.101698478; 
